檔名,請開,請關,請保持,其他
1618882170,0,0,0,1
1631916573,0,0,0,1
1637138279,0,0,0,1
1642570518,0,0,0,1
1637635652,0,0,0,1
1620386314,0,0,0,1
1647690602,0,0,0,1
1634460844,0,1,0,0
1621324370,0,0,0,1
1637227512,0,0,0,1
1650325866,0,0,0,1
1649724207,0,0,0,1
1629193739,0,0,0,1
1620725574,0,0,0,1
1620117573,0,0,0,1
1636856754,0,0,0,1
1627967043,0,0,0,1
1633165746,0,0,0,1
1633686089,0,0,0,1
1633252227,0,0,0,1
1636107303,0,1,0,0
1619706360,0,0,0,1
1620978226,0,0,0,1
1633595601,0,0,0,1
1649486895,0,0,0,1
1619967608,0,0,0,1
1632623904,0,0,0,1
1629960132,1,0,0,0
1648200134,0,0,0,1
1632475028,0,0,0,1
1650036219,0,0,0,1
1637057463,0,0,0,1
1649665822,0,0,0,1
1619397092,0,1,0,0
1620804086,0,0,0,1
1634286156,0,0,0,1
1647488118,0,0,0,1
1633228956,0,0,0,1
1619996238,0,0,0,1
1635928768,0,0,0,1
1632057878,0,0,0,1
1632837919,0,0,0,1
1634476138,0,0,0,1
1619266308,0,0,0,1
1634543663,0,0,0,1
1619183434,0,0,0,1
1649718391,0,0,0,1
1622082147,0,1,0,0
1648790116,0,0,0,1
1620049706,0,0,0,1
1621000857,0,0,0,1
1630057997,0,0,0,1
1634050500,0,0,0,1
1637640882,0,0,0,1
1619060425,0,0,0,1
1637138183,0,0,0,1
1647649776,0,0,0,1
1633157284,1,0,0,0
1619478869,0,0,0,1
1646298977,0,0,0,1
1633821657,0,0,0,1
1649136605,0,1,0,0
1633176980,0,0,0,1
1620655471,0,0,0,1
1633157288,0,0,0,1
1647254275,1,0,0,0
1632896116,0,0,0,1
1632081358,0,0,0,1
1619957443,0,0,0,1
1618926831,0,0,0,1
1633253068,0,0,0,1
1638664176,0,0,0,1
1632628114,0,0,0,1
1647330437,0,0,0,1
1619150129,0,0,0,1
1650110966,0,0,0,1
1619265471,0,1,0,0
1619238175,0,0,0,1
1618481330,0,0,0,1
1629638290,0,0,0,1
1650930291,0,0,0,1
1641971302,0,0,0,1
1631621715,0,0,0,1
1650688156,0,0,0,1
1648378519,0,0,0,1
1650866749,1,0,0,0
1619524836,0,0,0,1
1646357536,0,0,0,1
1620065509,0,0,0,1
1649553636,0,0,0,1
1649512848,0,0,0,1
1639214002,0,0,0,1
1618539857,0,0,0,1
1623504075,0,0,0,1
1620567801,0,0,0,1
1620442858,0,0,0,1
1622621058,0,0,0,1
1650896093,0,0,0,1
1637546777,0,0,0,1
1619259545,0,1,0,0
1624937259,0,0,0,1
1636362708,0,0,0,1
1634199021,0,0,0,1
1650407644,0,0,0,1
1619446068,0,0,0,1
1631700951,0,0,0,1
1631958234,0,0,0,1
1647304901,0,0,0,1
1632209706,0,0,0,1
1648426769,0,0,0,1
1639839058,0,0,0,1
1620093194,0,0,0,1
1620730696,0,0,0,1
1619994934,0,0,0,1
1619685643,0,0,0,1
1624517240,0,0,0,1
1644197094,0,0,0,1
1618536250,0,0,0,1
1650011789,0,0,0,1
1619345135,0,1,0,0
1632139394,0,0,0,1
1632786020,0,0,0,1
1643716291,0,0,0,1
1642854263,0,0,0,1
1650237220,0,0,0,1
1631008443,0,0,0,1
1620350774,0,0,0,1
1637283568,0,0,0,1
1650161172,0,0,0,1
1638590651,0,0,0,1
1632004369,0,1,0,0
1619607592,0,0,0,1
1650896307,0,0,0,1
1649684583,0,1,0,0
1648099660,0,0,0,1
1619956630,0,0,0,1
1620828418,0,0,0,1
1619076386,0,0,0,1
1635225077,0,0,0,1
1634808121,0,0,0,1
1619342739,0,0,0,1
1632832990,0,0,0,1
1630072413,0,0,0,1
1648015044,0,0,0,1
1630736523,0,0,0,1
1633224962,0,0,0,1
1620457539,0,0,0,1
1630161584,0,0,0,1
1619910000,0,0,0,1
1650267863,0,0,0,1
1649334612,0,0,0,1
1618790166,0,0,0,1
1631419287,0,0,0,1
1649416776,0,0,0,1
1647100093,0,0,0,1
1645956953,0,0,0,1
1634294437,0,0,0,1
1634524594,0,0,0,1
1642927817,0,0,0,1
1619264520,0,0,0,1
1620552087,0,0,0,1
1618806491,0,0,0,1
1649034988,0,0,0,1
1632488535,0,0,0,1
1632488682,0,0,0,1
1634420098,0,1,0,0
1620612479,0,0,0,1
1632027629,0,0,0,1
1619673535,0,0,0,1
1632645734,0,0,0,1
1633870047,0,0,0,1
1651022017,0,0,0,1
1630629674,0,0,0,1
1650449739,0,0,0,1
1627973190,0,0,0,1
1650067137,0,0,0,1
1648184867,0,0,0,1
1632126121,0,0,0,1
1636444993,0,0,0,1
1630659417,1,0,0,0
1618889493,0,0,0,1
1648189446,0,0,0,1
1620827466,0,1,0,0
1650193801,0,0,0,1
1634298128,0,0,0,1
1631581712,0,0,0,1
1650595345,0,0,0,1
1649557526,0,0,0,1
1636881119,0,0,0,1
1620488198,0,1,0,0
1622009001,0,0,0,1
1649842686,0,0,0,1
1649496011,0,0,0,1
1642753590,0,0,0,1
1631322106,0,0,0,1
1635909093,0,0,0,1
1632060095,0,0,0,1
1632820274,0,0,0,1
1650190219,0,0,0,1
1621058692,0,0,0,1
1648380302,0,0,0,1
1649502562,0,0,0,1
1620543203,0,0,0,1
1632189651,0,0,0,1
1625187045,0,0,0,1
1631867011,0,0,0,1
1641605273,0,0,0,1
1621127144,0,0,0,1
1618675607,0,0,0,1
1620186814,0,0,0,1
1635550979,0,0,0,1
1650985464,0,0,0,1
1620038054,0,0,0,1
1649815968,0,0,0,1
1649405810,0,1,0,0
1632912680,0,0,0,1
1619577397,0,0,0,1
1620024137,0,0,0,1
1630661286,1,0,0,0
1641658811,0,0,0,1
1635932216,0,0,0,1
1635155715,0,0,0,1
1635553584,0,0,0,1
1620106926,0,0,0,1
1650715381,0,0,0,1
1647307103,0,0,0,1
1621084575,0,0,0,1
1637546319,0,0,0,1
1647170060,0,0,0,1
1624765097,0,0,0,1
1650156314,0,0,0,1
1648310303,0,0,0,1
1621040595,0,0,0,1
1634308207,0,0,0,1
1637553422,0,0,0,1
1649771720,0,0,0,1
1624760677,0,0,0,1
1649893542,0,0,0,1
1619182006,0,0,0,1
1618621517,0,0,0,1
1629896049,0,0,0,1
1637138807,0,0,0,1
1631324151,0,0,0,1
1618816301,0,0,0,1
1635082871,0,0,0,1
1619264075,0,0,0,1
1650591883,0,0,0,1
1631239250,0,0,0,1
1647668288,0,1,0,0
1619913930,0,0,0,1
1630227033,0,0,0,1
1637971154,0,0,0,1
1619136583,0,0,0,1
1617865717,0,0,0,1
1640968846,0,0,0,1
1634044976,0,0,0,1
1649546661,0,0,0,1
1624937254,0,0,0,1
1636437823,0,0,0,1
1651074809,0,0,0,1
1629271762,0,0,0,1
1649719618,0,0,0,1
1637138378,0,0,0,1
1619744923,0,0,0,1
1632483612,0,0,0,1
1647647526,0,0,0,1
1629528957,0,0,0,1
1637138056,0,0,0,1
1647304785,0,0,0,1
1636821128,0,0,0,1
1648884195,0,0,0,1
1639526394,0,0,0,1
1632105685,0,0,0,1
1649592700,0,0,0,1
1620488215,1,0,0,0
1646529459,0,0,0,1
1630106667,0,1,0,0
1618898594,0,0,0,1
1632647167,0,0,0,1
1619168408,0,0,0,1
1619775970,0,0,0,1
1619137445,0,0,0,1
1632133957,0,0,0,1
1640687876,0,0,0,1
1618916754,0,0,0,1
1617849644,0,1,0,0
1628981360,0,0,0,1
1632730085,0,0,0,1
1632629629,0,0,0,1
1630720854,0,0,0,1
1649422079,0,0,0,1
1633272479,0,0,0,1
1619503962,0,0,0,1
1621070546,0,0,0,1
1619594546,0,1,0,0
1632154608,0,0,0,1
1633312634,0,0,0,1
1650107534,0,0,0,1
1651138315,0,0,0,1
1648979728,0,0,0,1
1631714775,1,0,0,0
1630282975,0,0,0,1
1632300964,0,0,0,1
1651128715,1,0,0,0
1643463151,1,0,0,0
1619602827,0,0,0,1
1647600166,0,0,0,1
1632393555,0,0,0,1
1620229387,0,0,0,1
1636330205,0,0,0,1
1631939322,0,0,0,1
1631797975,0,0,0,1
1632034270,0,0,0,1
1649394158,0,0,0,1
1618877587,0,0,0,1
1619247490,0,0,0,1
1649518571,0,0,0,1
1619143821,0,0,0,1
1620810461,0,0,0,1
1630137355,0,0,0,1
1633273939,0,0,0,1
1634997027,0,0,0,1
1646795027,1,0,0,0
1643341059,0,0,0,1
1630053387,0,0,0,1
1648291492,0,0,0,1
1619224413,0,0,0,1
1636872985,0,0,0,1
1620085377,0,0,0,1
1634295767,0,1,0,0
1634274505,0,0,0,1
1632032585,0,0,0,1
1648338656,1,0,0,0
1650536180,0,0,0,1
1627442620,0,0,0,1
1631959933,0,0,0,1
1634439274,0,0,0,1
1619221245,0,0,0,1
1631626532,0,0,0,1
1650667092,0,0,0,1
1636608735,0,0,0,1
1618562788,0,0,0,1
1634721721,0,0,0,1
1644542727,0,0,0,1
1648875091,0,0,0,1
1643503426,0,0,0,1
1619219555,0,0,0,1
1630403787,0,0,0,1
1648183155,0,0,0,1
1618469637,0,0,0,1
1642176071,0,0,0,1
1641892051,0,0,0,1
1628087081,0,0,0,1
1636294078,0,1,0,0
1648301868,0,0,0,1
1619395641,0,0,0,1
1643763692,0,0,0,1
1650359695,0,0,0,1
1624937245,0,1,0,0
1633177635,0,0,0,1
1634816965,0,0,0,1
1621153349,0,0,0,1
1633935360,0,0,0,1
1634909804,0,0,0,1
1630482563,0,0,0,1
1630155533,0,0,0,1
1632394452,0,0,0,1
1633813640,0,0,0,1
1650708846,0,0,0,1
1649064832,0,1,0,0
1620342394,0,0,0,1
1625530441,0,0,0,1
1618713119,0,0,0,1
1633912459,0,0,0,1
1630133471,0,0,0,1
1619078687,0,0,0,1
1620373640,0,0,0,1
1618287289,0,0,0,1
1639704571,0,0,0,1
1642811653,0,0,0,1
1618485836,0,0,0,1
1637620991,0,0,0,1
1650755492,0,0,0,1
1645702740,0,0,0,1
1641622816,0,0,0,1
1648186502,0,0,0,1
1619272010,0,0,0,1
1633492660,0,0,0,1
1637619107,0,0,0,1
1633795193,1,0,0,0
1632528216,0,0,0,1
1619229606,0,0,0,1
1619868720,0,0,0,1
1620204737,0,0,0,1
1649035112,0,0,0,1
1620352540,0,0,0,1
1634517236,0,0,0,1
1631961698,0,0,0,1
1635813799,0,0,0,1
1649586033,0,0,0,1
1620195598,0,0,0,1
1633847441,0,0,0,1
1641370220,0,1,0,0
1629091608,0,0,0,1
1622950171,0,0,0,1
1650165105,0,0,0,1
1619652173,0,0,0,1
1636193557,0,0,0,1
1646984781,0,0,0,1
1618672082,0,0,0,1
1621507683,0,0,0,1
1620879940,0,0,0,1
1619100337,0,0,0,1
1629332514,0,0,0,1
1630233409,0,0,0,1
1620323551,0,0,0,1
1619136467,0,0,0,1
1649583056,0,0,0,1
1618625577,0,0,0,1
1631937417,0,0,0,1
1633914255,0,0,0,1
1649339943,0,0,0,1
1648770254,0,0,0,1
1630494702,0,0,0,1
1631096683,0,0,0,1
1619664983,0,0,0,1
1631184047,0,0,0,1
1619490535,0,0,0,1
1649920309,0,0,0,1
1633913466,0,0,0,1
1620428431,0,1,0,0
1641039644,0,0,0,1
1618976020,0,0,0,1
1634967071,0,0,0,1
1650897646,0,0,0,1
1632702969,0,0,0,1
1619421070,0,0,0,1
1633934308,0,0,0,1
1637138399,0,0,0,1
1635240988,0,0,0,1
1634427883,0,0,0,1
1650409851,0,0,0,1
1643981421,0,0,0,1
1646980045,0,0,0,1
1617866072,0,0,0,1
1649374282,0,0,0,1
1619685900,0,0,0,1
1649506340,0,0,0,1
1646910056,0,0,0,1
1624068989,0,0,0,1
1645355396,0,0,0,1
1629947377,0,0,0,1
1637141344,0,0,0,1
1650880145,0,0,0,1
1620266760,0,0,0,1
1650111255,0,0,0,1
1645867681,0,0,0,1
1620948075,0,0,0,1
1634457925,0,0,0,1
1649385690,0,0,0,1
1650803584,0,0,0,1
1632125173,0,0,0,1
1649506247,0,0,0,1
1634883986,0,0,0,1
1646969226,0,0,0,1
1643883904,0,0,0,1
1629359527,0,0,0,1
1645318786,0,0,0,1
1630194507,0,0,0,1
1634457900,0,0,0,1
1650602052,0,0,0,1
1619245883,0,0,0,1
1634046629,0,0,0,1
1633858923,0,0,0,1
1620911296,0,0,0,1
1650839897,0,0,0,1
1620453564,0,0,0,1
1619253813,0,0,0,1
1632296097,0,0,0,1
1631008427,0,0,0,1
1631282944,0,0,0,1
1646328336,0,0,0,1
1650841088,0,0,0,1
1621066623,0,0,0,1
1632130715,0,0,0,1
1632403953,0,0,0,1
1631966503,0,0,0,1
1648986861,0,0,0,1
1644717621,0,0,0,1
1623155943,0,0,0,1
1620561117,0,1,0,0
1618287137,0,0,0,1
1634906160,0,0,0,1
1620049832,0,1,0,0
1650282288,0,0,0,1
1620309703,0,0,0,1
1643477968,0,0,0,1
1633249481,0,0,0,1
1648436078,0,0,0,1
1629889088,0,0,0,1
1619944099,1,0,0,0
1629804728,0,0,0,1
1624780571,0,0,0,1
1620686883,0,0,0,1
1632355568,0,0,0,1
1630227075,0,1,0,0
1649684596,0,0,0,1
1633257139,0,0,0,1
1649661522,0,0,0,1
1650191156,0,1,0,0
1619109860,0,1,0,0
1628756951,0,0,0,1
1620037909,0,0,0,1
1632738025,0,0,0,1
1637141351,0,0,0,1
1642834253,0,0,0,1
1619167953,0,0,0,1
1620039538,0,0,0,1
1634721793,0,0,0,1
1618641205,0,0,0,1
1643896510,0,0,0,1
1619925583,0,1,0,0
1631343500,0,0,0,1
1649553511,0,0,0,1
1619183490,0,0,0,1
1649080325,0,0,0,1
1650331976,0,0,0,1
1650013596,0,0,0,1
1651107635,0,0,0,1
1631791439,0,0,0,1
1620632489,0,0,0,1
1618821194,0,0,0,1
1619862215,0,0,0,1
1633093589,0,0,0,1
1647419300,0,0,0,1
1631684964,0,0,0,1
1631850058,0,0,0,1
1619137863,0,0,0,1
1636629389,0,1,0,0
1626057122,0,0,0,1
1621683178,0,0,0,1
1619705267,0,0,0,1
1620195018,0,0,0,1
1631624246,0,0,0,1
1635914557,0,0,0,1
1619087130,0,0,0,1
1620793175,0,0,0,1
1649388422,0,0,0,1
1620656242,0,0,0,1
1650267834,0,0,0,1
1651133031,0,0,0,1
1649376179,1,0,0,0
1619183530,0,0,0,1
1642163845,0,0,0,1
1635831254,0,0,0,1
1619706495,0,0,0,1
1634633896,1,0,0,0
1634883628,0,0,0,1
1620896749,0,0,0,1
1649638094,0,0,0,1
1618820635,0,0,0,1
1650333311,0,0,0,1
1650879997,0,0,0,1
1618384908,0,0,0,1
1649927757,0,0,0,1
1650024915,0,0,0,1
1619099951,0,1,0,0
1632838160,0,0,0,1
1645873883,0,0,0,1
1649860064,0,0,0,1
1632451465,0,0,0,1
1632665781,0,0,0,1
1642854561,0,0,0,1
1632561278,0,0,0,1
1619223765,0,0,0,1
1650326241,0,0,0,1
1633984846,0,0,0,1
1631947569,0,0,0,1
1634721632,0,0,0,1
1618555781,0,0,0,1
1636625541,1,0,0,0
1642072736,0,0,0,1
1619445951,0,0,0,1
1649318629,0,0,0,1
1621142550,0,0,0,1
1630708811,0,0,0,1
1632745436,0,0,0,1
1620774013,0,0,0,1
1634377489,0,0,0,1
1649591054,0,0,0,1
1633657080,0,0,0,1
1648618422,0,0,0,1
1630070681,0,0,0,1
1629857363,0,0,0,1
1620608557,0,0,0,1
1627915893,0,0,0,1
1648363228,0,0,0,1
1633253690,1,0,0,0
1619399060,0,0,0,1
1650802578,0,0,0,1
1650963549,0,0,0,1
1646276214,0,0,0,1
1629357788,0,0,0,1
1620022326,0,0,0,1
1635155725,1,0,0,0
1620700705,0,0,0,1
1632148246,0,0,0,1
1650802788,0,0,0,1
1622732043,0,0,0,1
1620293617,0,0,0,1
1648103523,0,0,0,1
1621166793,0,0,0,1
1630922428,0,0,0,1
1633142455,0,0,0,1
1635932283,0,0,0,1
1649041594,0,0,0,1
1642583123,0,0,0,1
1650846938,0,0,0,1
1620484145,0,0,0,1
1651054954,0,0,0,1
1619493721,0,0,0,1
1651122505,0,0,0,1
1648368824,0,1,0,0
1649596894,0,0,0,1
1648369037,0,0,0,1
1632654791,0,0,0,1
1645416668,0,0,0,1
1649403661,0,0,0,1
1620800413,0,0,0,1
1632615006,0,0,0,1
1648815720,0,0,0,1
1630897448,0,0,0,1
1650068442,0,0,0,1
1634819678,0,0,0,1
1649037960,0,0,0,1
1619771462,0,0,0,1
1632738107,0,0,0,1
1631984431,0,0,0,1
1618552661,0,0,0,1
1634448839,0,0,0,1
1637141340,0,0,0,1
1651072330,0,0,0,1
1633824756,0,0,0,1
1633874141,0,0,0,1
1642159533,0,0,0,1
1632092684,0,0,0,1
1619574023,0,0,0,1
1647745207,0,0,0,1
1649583407,0,1,0,0
1631096829,0,0,0,1
1631793276,0,0,0,1
1619867651,0,0,0,1
1634986787,0,0,0,1
1637979771,0,0,0,1
1620476933,0,1,0,0
1631096699,0,0,0,1
1650612103,0,0,0,1
1632122681,0,0,0,1
1621555878,0,0,0,1
1635583337,0,0,0,1
1629359466,0,1,0,0
1646548848,0,0,0,1
1648338644,0,0,0,1
1633998225,0,0,0,1
1649414436,0,0,0,1
1620324450,0,0,0,1
1651237158,0,0,0,1
1618474864,0,0,0,1
1650994148,0,0,0,1
1619827423,0,0,0,1
1630831845,0,0,0,1
1620136237,0,0,0,1
1632716942,0,0,0,1
1636373323,0,0,0,1
1649226322,0,0,0,1
1621920616,0,1,0,0
1648350228,0,0,0,1
1635918877,0,0,0,1
1648471743,0,0,0,1
1619933966,0,0,0,1
1633703467,0,0,0,1
1631320334,0,0,0,1
1632876660,0,0,0,1
1618719058,0,0,0,1
1648792569,0,0,0,1
1629515228,0,0,0,1
1648342770,0,0,0,1
1631424384,0,0,0,1
1629366764,0,0,0,1
1631939095,0,0,0,1
1633951078,1,0,0,0
1635062435,0,0,0,1
1651109881,0,0,0,1
1632531345,0,0,0,1
1634090802,0,0,0,1
1641534697,0,0,0,1
1632632896,0,0,0,1
1627128422,0,0,0,1
1624519276,0,0,0,1
1650933919,0,0,0,1
1648963249,0,0,0,1
1641816955,0,0,0,1
1631106978,0,0,0,1
1620789549,0,0,0,1
1620117254,0,0,0,1
1649378314,0,0,0,1
1620284281,0,0,0,1
1621322192,0,0,0,1
1630904123,0,0,0,1
1649513127,0,0,0,1
1648984185,0,0,0,1
1631597861,0,0,0,1
1619280975,0,0,0,1
1649646088,0,0,0,1
1630060504,1,0,0,0
1636890168,0,0,0,1
1649055954,0,0,0,1
1642051312,0,0,0,1
1649074617,0,0,0,1
1635734158,0,0,0,1
1634356353,0,0,0,1
1628758128,0,0,0,1
1633681669,0,0,0,1
1631334796,0,0,0,1
1621244946,0,0,0,1
1634373004,0,0,0,1
1621935581,0,0,0,1
1619225050,0,0,0,1
1619176062,0,0,0,1
1632631841,0,0,1,0
1620624481,0,0,0,1
1636945354,0,0,0,1
1633686555,0,0,0,1
1642226862,0,1,0,0
1637636159,0,1,0,0
1646616221,0,0,0,1
1630831314,0,0,0,1
1620806727,0,0,0,1
1631576192,0,0,0,1
1637653878,0,0,0,1
1621577439,0,0,0,1
1631183753,0,0,0,1
1620115148,0,0,0,1
1620392544,0,0,0,1
1650326130,0,0,0,1
1619173373,0,0,0,1
1633508424,0,0,0,1
1619874177,0,0,0,1
1630232457,0,0,0,1
1618823507,0,0,0,1
1635588661,0,1,0,0
1650078137,0,0,0,1
1645580246,0,0,0,1
1651232173,0,0,0,1
1619610444,0,0,0,1
1650075056,0,0,0,1
1618807946,0,0,0,1
1632271483,0,0,0,1
1650846294,0,0,0,1
1632733585,0,0,0,1
1633681773,0,0,0,1
1634992921,0,0,0,1
1642820730,0,0,0,1
1630207259,0,0,0,1
1634388234,0,0,0,1
1620833634,0,0,0,1
1632871086,0,0,0,1
1634385349,0,0,0,1
1620533829,0,0,0,1
1632403987,0,0,0,1
1621081475,0,0,0,1
1649414941,0,0,0,1
1619138060,0,0,0,1
1642220711,0,0,0,1
1631177855,0,0,0,1
1623461051,0,0,0,1
1636510914,0,0,0,1
1633790313,0,0,0,1
1650534233,0,0,0,1
1620836750,0,0,0,1
1619048127,0,0,0,1
1636810835,0,0,0,1
1620553684,0,0,0,1
1632204683,0,0,0,1
1620396548,0,0,0,1
1650602037,0,1,0,0
1632726177,0,0,0,1
1636338662,0,0,0,1
1636619133,0,0,0,1
1619498450,0,0,0,1
1618545099,0,0,0,1
1633414133,0,0,0,1
1630231006,0,0,0,1
1618469662,0,0,0,1
1645923516,0,0,0,1
1632476534,0,0,0,1
1622598376,0,0,0,1
1621816804,0,0,0,1
1632155287,0,0,0,1
1625815612,0,0,0,1
1645879721,0,0,0,1
1637641072,0,1,0,0
1639818953,0,0,0,1
1622591966,0,1,0,0
1651067667,0,0,0,1
1649427636,0,0,0,1
1620024154,0,0,0,1
1632120546,0,0,0,1
1619440794,0,0,0,1
1649648383,0,0,0,1
1619782117,0,0,0,1
1637120673,0,0,0,1
1630051130,0,0,0,1
1633595894,0,0,0,1
1649550335,0,0,0,1
1620281993,0,0,0,1
1649385690,0,0,0,1
1631935443,0,0,0,1
1636364985,0,0,0,1
1620739299,0,0,0,1
1648354318,0,0,0,1
1649426927,0,0,0,1
1649244575,0,0,0,1
1634720146,0,0,0,1
1641432338,0,0,0,1
1642863075,0,0,0,1
1632463807,0,0,0,1
1644794289,0,0,0,1
1637285381,0,0,0,1
1648950244,0,0,0,1
1631977940,0,0,0,1
1643704235,0,0,0,1
1630630164,0,0,0,1
1618618193,0,0,0,1
1634483824,0,0,0,1
1619072535,0,0,0,1
1622775335,0,0,0,1
1630758972,0,0,0,1
1619165671,0,0,0,1
1634534073,0,0,0,1
1619339640,0,0,0,1
1639132082,0,0,0,1
1633219380,0,1,0,0
1628653052,0,0,0,1
1632746329,0,0,0,1
1639841256,0,0,0,1
1630197260,1,0,0,0
1620965685,0,0,0,1
1647165342,0,0,0,1
1650624173,1,0,0,0
1632700237,0,0,0,1
1631089073,0,0,0,1
1649143076,0,0,0,1
1620136231,0,0,0,1
1634622703,0,0,0,1
1623206012,0,0,0,1
1630108590,0,0,0,1
1633681701,0,0,0,1
1631081289,0,0,0,1
1618318926,0,0,0,1
1647041675,0,0,0,1
1631162427,0,0,0,1
1648896539,0,0,0,1
1650234177,0,0,0,1
1634275992,0,0,0,1
1647307097,0,0,0,1
1633739369,0,0,0,1
1639312497,0,0,0,1
1633485164,0,0,0,1
1632746402,0,0,0,1
1643192508,0,0,0,1
1624518415,0,0,0,1
1649318715,0,0,0,1
1630708125,0,0,0,1
1629188693,0,0,0,1
1632264424,0,0,0,1
1634973769,0,1,0,0
1649303892,0,0,0,1
1639824949,0,0,0,1
1628999462,0,0,0,1
1645434679,0,0,0,1
1648772989,0,0,0,1
1631787827,0,0,0,1
1649926301,0,0,0,1
1632212361,0,0,0,1
1647330936,0,0,0,1
1631260633,0,0,0,1
1636645596,0,0,0,1
1632621364,0,0,0,1
1620055337,0,0,0,1
1633083507,0,0,0,1
1619348280,0,0,0,1
1650016126,0,0,0,1
1629518850,0,0,0,1
1618384767,0,0,0,1
1649640606,0,0,0,1
1650333117,0,0,0,1
1629593180,0,0,0,1
1637753868,0,0,0,1
1650699659,0,0,0,1
1636697572,0,0,0,1
1634373156,0,0,0,1
1618652979,0,0,0,1
1633776818,0,0,0,1
1620187801,0,0,0,1
1649150788,0,0,0,1
1632808008,0,0,0,1
1632399792,0,0,0,1
1649584705,0,0,0,1
1636936449,0,0,0,1
1649133414,0,0,0,1
1632131087,0,0,0,1
1628756458,0,0,0,1
1644279773,0,0,0,1
1621409448,0,0,0,1
1629272175,0,0,0,1
1631884573,0,0,0,1
1648256291,0,0,0,1
1631093995,0,0,0,1
1629877908,0,1,0,0
1634808329,0,0,0,1
1650959729,0,0,0,1
1634470735,0,0,0,1
1620142683,0,0,0,1
1641964019,0,0,0,1
1624876094,0,0,0,1
1620397707,0,0,0,1
1632712381,0,0,0,1
1630885771,0,0,0,1
1630245696,0,0,0,1
1633128513,0,0,0,1
1634370978,0,0,0,1
1632531857,0,0,0,1
1650719571,0,1,0,0
1628756613,0,0,0,1
1620279346,0,0,0,1
1617865747,0,0,0,1
1619490522,0,0,0,1
1632657745,0,0,0,1
1649045850,0,0,0,1
1644666319,0,0,0,1
1619496759,0,0,0,1
1649816218,0,0,0,1
1650323773,0,0,0,1
1635764093,0,0,0,1
1633402831,0,0,0,1
1649600475,0,0,0,1
1633823092,0,0,0,1
1620640976,0,0,0,1
1624673937,0,0,0,1
1636280897,0,0,0,1
1620870094,0,0,0,1
1649039579,0,0,0,1
1651154680,0,0,0,1
1619945805,0,0,0,1
1633775093,0,0,0,1
1619000139,0,0,0,1
1649380217,0,0,0,1
1648218558,0,0,0,1
1635698380,0,0,0,1
1644131567,0,0,0,1
1650848125,0,0,0,1
1620731004,0,0,0,1
1643853470,1,0,0,0
1632404959,1,0,0,0
1636362701,0,0,0,1
1632104698,0,0,0,1
1621080136,0,0,0,1
1618725733,0,0,0,1
1649636078,0,0,0,1
1618976320,0,0,0,1
1633824327,0,0,0,1
1632738158,0,0,0,1
1632823301,0,0,0,1
1636278347,0,0,0,1
1648954634,0,0,0,1
1629374274,1,0,0,0
1651138159,0,1,0,0
1649304596,0,0,0,1
1630928549,0,0,0,1
1619305754,0,0,0,1
1631966680,0,0,0,1
1620532359,0,0,0,1
1648864652,0,0,0,1
1630833636,0,0,0,1
1619790288,0,0,0,1
1630294185,0,0,0,1
1636762655,0,0,0,1
1619060314,0,0,0,1
1645364306,0,0,0,1
1650703257,0,0,0,1
1634617502,0,0,0,1
1620053572,0,0,0,1
1635751082,0,0,0,1
1648373868,0,0,0,1
1619224211,0,1,0,0
1632776139,0,0,0,1
1629948526,0,0,0,1
1650668062,0,0,0,1
1620903890,0,0,0,1
1620739442,0,0,0,1
1633789855,0,0,0,1
1619329234,0,0,0,1
1650541197,0,0,0,1
1642665733,0,0,0,1
1638590078,1,0,0,0
1630774377,0,0,0,1
1621760789,0,0,0,1
1620040462,0,0,0,1
1630450000,0,0,0,1
1650769431,0,0,0,1
1643715599,0,0,0,1
1618423223,0,0,0,1
1619257746,0,0,0,1
1639874222,0,0,0,1
1639541977,0,0,0,1
1639799047,0,0,0,1
1650965672,0,0,0,1
1642927855,0,0,0,1
1643804017,0,0,0,1
1618571868,0,0,0,1
1625816879,0,0,0,1
1636105238,0,0,0,1
1619223415,0,0,0,1
1629878100,0,1,0,0
1634373783,0,0,0,1
1633527203,0,0,0,1
1650550392,0,0,0,1
1648945561,0,1,0,0
1627128065,0,0,0,1
1635585061,0,0,0,1
1621655567,0,0,0,1
1641536401,0,0,0,1
1632304734,0,0,0,1
1643696677,0,0,0,1
1619072852,0,0,0,1
1633219338,0,0,0,1
1637575628,0,0,0,1
1636550038,0,0,0,1
1639708628,0,0,0,1
1624519444,0,0,0,1
1648186512,0,0,0,1
1634400775,0,0,0,1
1649979294,0,0,0,1
1630543481,0,0,0,1
1631354893,0,0,0,1
1633228946,0,0,0,1
1648097256,0,0,0,1
1630746222,0,0,0,1
1634890330,0,0,0,1
1650234191,0,0,0,1
1618673047,0,0,0,1
1630157094,0,0,0,1
1642812107,1,0,0,0
1633308953,0,0,0,1
1629952665,0,0,0,1
1631783916,0,0,0,1
1631198677,0,0,0,1
1650788474,0,0,0,1
1636265368,0,0,0,1
1649407696,0,0,0,1
1634307624,0,0,0,1
1630315318,0,0,0,1
1630744897,0,0,0,1
1619938654,0,0,0,1
1647633751,0,0,0,1
1636185918,0,0,0,1
1631700667,0,0,0,1
1619684680,0,0,0,1
1650970136,0,0,0,1
1629607971,0,0,0,1
1635147490,0,0,0,1
1648898792,0,0,0,1
1622008385,0,0,0,1
1633341473,0,0,0,1
